LSOA_Code,Health_Score,Health_Rank,Health_Decile
E01006272,1.18,2984,1
E01006273,0.923,4846,2
E01006274,1.199,2880,1
E01006275,1.748,765,1
E01006276,0.383,10552,4
E01006277,-0.335,21200,7
E01006278,0.521,8855,3
E01006279,0.161,13592,5
E01006280,0.952,4592,2
E01006281,-0.014,16206,5
E01006282,0.864,5337,2
E01006283,1.311,2283,1
E01006284,0.991,4296,2
E01006285,0.228,12663,4
E01006286,0.699,6898,3
E01006287,0.241,12486,4
E01006288,1.029,4026,2
E01006289,1.738,783,1
E01006290,0.171,13458,5
E01006291,0.89,5143,2
E01006292,0.307,11523,4
E01006293,0.782,6079,2
E01006294,0.825,5678,2
E01006295,0.883,5195,2
E01006296,1.444,1682,1
E01006297,1.185,2951,1
E01006298,0.898,5064,2
E01006299,-0.141,18262,6
E01006300,-0.067,17049,6
E01006301,-0.2,19134,6
E01006302,0.116,14270,5
E01006303,0.309,11510,4
E01006304,0.409,10215,4
E01006305,1.21,2806,1
E01006306,1.872,520,1
E01006307,1.429,1744,1
E01006308,1.133,3283,1
E01006309,1.186,2944,1
E01006310,0.994,4275,2
E01006311,1.128,3327,2
E01006312,0.046,15295,5
E01006313,1.086,3633,2
E01006314,-0.193,19027,6
E01006315,0.231,12635,4
E01006316,-0.327,21077,7
E01006317,0.298,11668,4
E01006318,0.144,13806,5
E01006319,0.271,12044,4
E01006320,0.243,12442,4
E01006321,0.011,15839,5
E01006322,0.786,6034,2
E01006323,0.989,4312,2
E01006324,1.102,3516,2
E01006325,0.486,9246,3
E01006326,1.411,1829,1
E01006327,1.894,475,1
E01006328,1.164,3086,1
E01006329,1.335,2177,1
E01006330,0.064,15031,5
E01006331,-0.051,16794,6
E01006332,1.354,2073,1
E01006333,1.131,3295,2
E01006334,1.104,3498,2
E01006335,0.545,8567,3
E01006336,1.504,1460,1
E01006337,0.413,10150,4
E01006338,0.961,4533,2
E01006339,0.09,14664,5
E01006340,0.914,4925,2
E01006341,0.958,4556,2
E01006342,0.976,4403,2
E01006343,-0.382,21892,7
E01006344,0.888,5160,2
E01006345,0.204,13010,4
E01006346,0.396,10379,4
E01006347,-0.068,17054,6
E01006348,-0.139,18226,6
E01006349,0.493,9185,3
E01006350,1.899,465,1
E01006351,1.437,1711,1
E01006352,1.13,3313,2
E01006353,0.555,8445,3
E01006354,1.373,1989,1
E01006355,0.63,7597,3
E01006356,1.064,3773,2
E01006357,1.893,476,1
E01006358,0.862,5352,2
E01006359,0.915,4913,2
E01006360,1.442,1692,1
E01006361,1.553,1290,1
E01006362,-0.039,16595,6
E01006363,0.259,12193,4
E01006364,0.136,13941,5
E01006365,-0.269,20178,7
E01006366,0.437,9853,3
E01006367,-0.354,21506,7
E01006368,-0.044,16690,6
E01006369,1.591,1153,1
E01006370,0.971,4446,2
E01006371,0.414,10141,4
E01006372,-0.188,18964,6
E01006373,-0.388,21959,7
E01006374,-0.173,18713,6
E01006375,-0.043,16677,6
E01006376,0.817,5749,2
E01006377,-0.611,24849,8
E01006378,-0.042,16667,6
E01006379,0.035,15463,5
E01006380,1.129,3316,2
E01006381,-0.547,24015,8
E01006382,-0.31,20805,7
E01006383,0.235,12584,4
E01006384,-0.116,17833,6
E01006385,-0.176,18769,6
E01006386,2.442,85,1
E01006387,0.65,7385,3
E01006388,1.078,3691,2
E01006389,0.184,13283,5
E01006390,0.531,8725,3
E01006391,0.587,8091,3
E01006392,1.511,1426,1
E01006393,-0.131,18088,6
E01006394,-0.089,17392,6
E01006395,-0.35,21464,7
E01006396,0.415,10134,4
E01006397,1.646,989,1
E01006398,1.277,2468,1
E01006399,0.74,6471,2
E01006400,-0.094,17472,6
E01006401,0.017,15738,5
E01006402,0.197,13104,4
E01006403,0.126,14093,5
E01006404,1.04,3938,2
E01006405,1.876,511,1
E01006406,0.537,8655,3
E01006407,-0.115,17812,6
E01006408,0.905,5012,2
E01006409,-0.066,17020,6
E01006410,0.076,14867,5
E01006411,2.005,342,1
E01006412,2.238,169,1
E01006413,2.431,91,1
E01006414,2.148,223,1
E01006415,1.406,1854,1
E01006416,1.722,820,1
E01006417,2.389,104,1
E01006418,1.939,423,1
E01006419,0.501,9066,3
E01006420,0.001,16001,5
E01006421,0.489,9225,3
E01006422,0.824,5685,2
E01006423,0.215,12852,4
E01006424,0.301,11615,4
E01006425,0.815,5759,2
E01006426,1.962,392,1
E01006427,0.695,6933,3
E01006428,1.092,3579,2
E01006429,1.702,863,1
E01006430,1.975,377,1
E01006431,0.828,5651,2
E01006432,1.707,854,1
E01006433,1.174,3033,1
E01006434,2.039,310,1
E01006435,1.861,537,1
E01006436,2.232,175,1
E01006437,1.877,504,1
E01006438,0.857,5396,2
E01006439,1.382,1956,1
E01006440,2.085,264,1
E01006441,1.739,782,1
E01006442,1.812,635,1
E01006443,2.208,184,1
E01006444,1.47,1601,1
E01006445,1.945,415,1
E01006446,1.998,352,1
E01006447,2.585,51,1
E01006448,2.227,177,1
E01006449,1.639,1014,1
E01006450,2.131,236,1
E01006451,1.352,2089,1
E01006452,1.069,3734,2
E01006453,1.963,389,1
E01006454,1.069,3737,2
E01006455,2.063,287,1
E01006456,1.291,2395,1
E01006457,0.944,4657,2
E01006458,1.798,662,1
E01006459,1.143,3215,1
E01006460,2.254,157,1
E01006461,1.679,918,1
E01006462,0.731,6580,3
E01006463,2.074,276,1
E01006464,1.114,3429,2
E01006465,0.673,7148,3
E01006466,1.086,3636,2
E01006467,2.198,187,1
E01006470,1.955,397,1
E01006471,0.549,8521,3
E01006472,0.285,11836,4
E01006473,0.485,9258,3
E01006474,1.129,3324,2
E01006475,1.125,3352,2
E01006476,0.316,11420,4
E01006477,1.296,2371,1
E01006478,1.456,1638,1
E01006479,1.025,4050,2
E01006480,1.886,487,1
E01006481,2.131,237,1
E01006482,1.232,2692,1
E01006483,1.359,2040,1
E01006484,1.532,1354,1
E01006485,0.788,6019,2
E01006486,0.594,8001,3
E01006487,0.674,7135,3
E01006488,0.565,8342,3
E01006489,0.81,5802,2
E01006490,0.734,6544,2
E01006491,0.748,6390,2
E01006492,1.49,1519,1
E01006493,2.459,80,1
E01006494,2.438,87,1
E01006495,1.468,1605,1
E01006496,1.553,1286,1
E01006497,1.218,2777,1
E01006498,0.729,6596,3
E01006499,0.36,10862,4
E01006500,1.725,808,1
E01006501,0.914,4923,2
E01006502,0.844,5507,2
E01006503,0.571,8275,3
E01006504,1.634,1030,1
E01006505,1.5,1479,1
E01006506,1.422,1771,1
E01006507,2.081,270,1
E01006508,1.413,1815,1
E01006509,2.269,150,1
E01006510,1.024,4064,2
E01006512,0.871,5284,2
E01006513,0.399,10341,4
E01006514,1.746,768,1
E01006515,1.717,830,1
E01006518,2.1,253,1
E01006519,0.258,12202,4
E01006520,1.865,530,1
E01006521,0.917,4893,2
E01006522,1.873,515,1
E01006523,1.272,2499,1
E01006524,0.426,9993,4
E01006525,0.096,14587,5
E01006526,0.863,5341,2
E01006527,0.908,4981,2
E01006528,0.823,5702,2
E01006529,0.56,8391,3
E01006530,0.202,13041,4
E01006531,0.463,9550,3
E01006532,-0.115,17815,6
E01006533,1.032,3986,2
E01006534,1.191,2922,1
E01006535,1.436,1718,1
E01006536,1.334,2183,1
E01006537,0.519,8886,3
E01006538,0.683,7040,3
E01006539,-0.045,16706,6
E01006540,2.681,36,1
E01006541,1.589,1159,1
E01006542,1.64,1012,1
E01006543,0.814,5768,2
E01006544,2.118,241,1
E01006545,1.406,1850,1
E01006546,1.678,920,1
E01006547,2.632,46,1
E01006548,2.608,47,1
E01006549,1.692,885,1
E01006550,1.541,1322,1
E01006551,1.469,1603,1
E01006552,1.389,1924,1
E01006553,0.65,7388,3
E01006554,1.135,3274,1
E01006556,1.805,646,1
E01006557,0.811,5793,2
E01006558,3.081,10,1
E01006560,2.459,79,1
E01006562,2.232,173,1
E01006563,2.507,71,1
E01006564,1.802,651,1
E01006565,1.289,2404,1
E01006566,1.292,2392,1
E01006567,2.237,170,1
E01006568,1.091,3585,2
E01006569,1.445,1677,1
E01006570,1.182,2972,1
E01006571,1.537,1331,1
E01006572,1.72,823,1
E01006573,1.723,810,1
E01006574,1.726,804,1
E01006575,0.935,4735,2
E01006576,0.235,12590,4
E01006577,-0.083,17311,6
E01006578,0.487,9242,3
E01006579,0.004,15935,5
E01006580,0.27,12052,4
E01006581,0.037,15433,5
E01006582,-0.111,17763,6
E01006583,-0.368,21698,7
E01006584,0.554,8466,3
E01006585,1.806,644,1
E01006586,1.411,1828,1
E01006587,0.703,6854,3
E01006588,1.441,1694,1
E01006589,0.257,12213,4
E01006590,0.429,9957,4
E01006591,0.299,11648,4
E01006592,-0.047,16737,6
E01006593,0.582,8151,3
E01006594,0.188,13218,5
E01006595,0.505,9035,3
E01006596,0.247,12384,4
E01006597,-0.088,17375,6
E01006598,2.028,322,1
E01006599,1.5,1478,1
E01006600,1.737,790,1
E01006603,1.86,539,1
E01006604,1.629,1041,1
E01006605,1.575,1217,1
E01006606,1.732,799,1
E01006607,1.491,1512,1
E01006608,1.559,1268,1
E01006609,1.676,926,1
E01006610,2.366,110,1
E01006611,2.751,30,1
E01006612,2.308,134,1
E01006613,1.778,701,1
E01006614,1.836,583,1
E01006615,2.098,255,1
E01006616,1.352,2083,1
E01006617,0.945,4654,2
E01006618,1.632,1037,1
E01006619,0.611,7802,3
E01006620,0.801,5894,2
E01006621,0.259,12190,4
E01006622,-0.293,20548,7
E01006623,0.566,8327,3
E01006624,1.467,1607,1
E01006625,1.094,3566,2
E01006626,1.048,3885,2
E01006627,1.113,3438,2
E01006628,0.668,7204,3
E01006629,1.212,2795,1
E01006630,2.198,188,1
E01006632,1.576,1214,1
E01006633,1.844,565,1
E01006637,1.588,1164,1
E01006638,1.918,445,1
E01006639,0.674,7136,3
E01006640,0.748,6393,2
E01006641,1.425,1762,1
E01006642,1.757,744,1
E01006643,2.067,285,1
E01006644,1.895,473,1
E01006645,2.175,204,1
E01006646,2.247,162,1
E01006647,2.289,140,1
E01006648,1.679,916,1
E01006651,0.612,7784,3
E01006652,0.962,4524,2
E01006653,1.627,1046,1
E01006654,1.225,2743,1
E01006655,1.554,1281,1
E01006656,1.151,3154,1
E01006657,1.175,3022,1
E01006658,1.879,501,1
E01006659,2.953,14,1
E01006660,1.821,614,1
E01006661,1.99,362,1
E01006662,2.546,57,1
E01006663,1.973,382,1
E01006664,2.266,151,1
E01006665,0.697,6911,3
E01006666,0.508,9001,3
E01006667,1.15,3163,1
E01006668,0.556,8438,3
E01006669,0.644,7450,3
E01006670,0.691,6976,3
E01006671,1.288,2409,1
E01006672,1.871,523,1
E01006673,1.586,1176,1
E01006674,1.962,391,1
E01006675,2.062,289,1
E01006676,1.596,1141,1
E01006677,1.973,381,1
E01006678,2.082,267,1
E01006679,1.76,736,1
E01006680,0.108,14392,5
E01006681,1.137,3259,1
E01006682,0.341,11089,4
E01006683,0.393,10436,4
E01006684,-0.019,16290,5
E01006685,0.556,8441,3
E01006686,0.316,11406,4
E01006687,0.782,6078,2
E01006688,0.737,6507,2
E01006689,-0.287,20454,7
E01006690,1.828,595,1
E01006691,1.868,525,1
E01006692,1.587,1166,1
E01006693,2.046,301,1
E01006694,1.301,2343,1
E01006695,2.401,99,1
E01006696,1.702,862,1
E01006697,1.634,1032,1
E01006698,1.845,563,1
E01006699,2.73,31,1
E01006700,2.145,225,1
E01006701,1.801,654,1
E01006702,1.979,374,1
E01006703,2.471,77,1
E01006705,1.568,1241,1
E01006706,2.164,211,1
E01006707,1.696,877,1
E01006708,1.754,755,1
E01006709,1.819,619,1
E01006710,0.946,4643,2
E01006711,2.18,201,1
E01006712,1.41,1834,1
E01006713,1.063,3780,2
E01006716,1.455,1642,1
E01006717,0.795,5952,2
E01006718,1.018,4108,2
E01006719,0.801,5893,2
E01006720,1.631,1040,1
E01006721,1.774,708,1
E01006722,1.31,2291,1
E01006723,1.347,2109,1
E01006724,0.385,10533,4
E01006725,1.388,1930,1
E01006726,1.319,2246,1
E01006727,0.927,4807,2
E01006728,2.099,254,1
E01006729,1.61,1098,1
E01006730,1.572,1226,1
E01006731,1.887,486,1
E01006732,1.737,785,1
E01006734,2.152,221,1
E01006735,2.216,180,1
E01006736,1.344,2126,1
E01006737,2.216,181,1
E01006738,1.517,1400,1
E01006739,1.971,383,1
E01006740,1.29,2402,1
E01006741,1.763,728,1
E01006742,1.393,1916,1
E01006743,0.845,5494,2
E01006744,1.132,3293,2
E01006745,1.432,1733,1
E01006746,1.818,622,1
E01006747,1.388,1929,1
E01006748,1.363,2024,1
E01006751,1.611,1095,1
E01006752,1.448,1668,1
E01006753,1.645,993,1
E01006754,2.04,307,1
E01006755,2.155,219,1
E01006756,1.574,1220,1
E01006757,1.56,1264,1
E01006758,1.671,932,1
E01006759,1.183,2966,1
E01006760,3.005,12,1
E01006761,2.018,330,1
E01006762,1.421,1779,1
E01006763,1.488,1525,1
E01006764,1.962,390,1
E01006765,1.195,2900,1
E01006766,1.822,613,1
E01006767,1.981,372,1
E01006768,1.62,1064,1
E01006769,1.659,959,1
E01006770,1.355,2064,1
E01006771,2.083,266,1
E01006772,1.337,2164,1
E01006773,0.451,9707,3
E01006774,0.093,14631,5
E01006775,2.287,143,1
E01006776,1.628,1044,1
E01006778,2.605,49,1
E01006779,2.512,70,1
E01006780,1.012,4141,2
E01006781,0.647,7416,3
E01006782,1.192,2917,1
E01006783,1.524,1377,1
E01006784,1.347,2116,1
E01006785,1.256,2566,1
E01006786,1.721,821,1
E01006787,2.037,311,1
E01006788,1.325,2222,1
E01006790,2.426,92,1
E01006791,2.139,232,1
E01006792,-0.02,16302,5
E01006793,1.086,3635,2
E01006794,0.142,13846,5
E01006795,0.375,10646,4
E01006796,-0.511,23566,8
E01006797,1.3,2349,1
E01006798,0.24,12510,4
E01006799,1.17,3050,1
E01006800,0.279,11919,4
E01006801,0.414,10138,4
E01006802,0.774,6142,2
E01006803,0.526,8796,3
E01006804,0.787,6032,2
E01006805,0.991,4295,2
E01006806,0.213,12884,4
E01006807,0.208,12957,4
E01006808,0.283,11855,4
E01006809,-0.015,16232,5
E01006810,0.612,7797,3
E01006811,1.539,1327,1
E01006812,1.546,1305,1
E01006813,1.222,2757,1
E01006814,0.284,11845,4
E01006815,1.203,2847,1
E01006816,1.892,479,1
E01006817,2.347,119,1
E01006818,0.659,7300,3
E01006819,0.958,4553,2
E01006820,1.773,711,1
E01006821,1.858,544,1
E01006822,0.074,14891,5
E01006823,0.327,11257,4
E01006824,0.561,8385,3
E01006825,-0.049,16754,6
E01006826,1.739,781,1
E01006827,-0.072,17119,6
E01006828,0.184,13285,5
E01006829,0.459,9604,3
E01006830,1.717,832,1
E01006831,1.019,4103,2
E01006832,1.537,1334,1
E01006833,0.79,5997,2
E01006834,1.872,518,1
E01006835,0.881,5209,2
E01006836,1.026,4046,2
E01006837,1.022,4078,2
E01006838,1.302,2338,1
E01006839,1.107,3482,2
E01006840,0.781,6081,2
E01006841,0.022,15675,5
E01006842,1.711,847,1
E01006843,1.052,3859,2
E01006844,2.149,222,1
E01006845,1.167,3065,1
E01006846,0.762,6265,2
E01006847,1.56,1265,1
E01006848,0.918,4886,2
E01006849,1.608,1105,1
E01006850,1.533,1346,1
E01006851,0.625,7651,3
E01006852,0.572,8273,3
E01006853,0.873,5269,2
E01006854,0.982,4357,2
E01006855,0.736,6513,2
E01006856,0.655,7335,3
E01006857,0.242,12461,4
E01006858,1.091,3588,2
E01006859,0.033,15500,5
E01006860,0.859,5380,2
E01006861,1.528,1366,1
E01006862,1.232,2697,1
E01006863,1.883,493,1
E01006864,0.786,6039,2
E01006865,1.739,780,1
E01006866,1.464,1617,1
E01006867,0.598,7943,3
E01006868,1.031,4005,2
E01006869,1.481,1558,1
E01006870,1.517,1402,1
E01006871,2.445,84,1
E01006872,2.528,65,1
E01006873,2.635,45,1
E01006874,2.53,63,1
E01006875,1.588,1163,1
E01006876,1.313,2273,1
E01006877,2.568,53,1
E01006878,0.649,7398,3
E01006879,1.498,1483,1
E01006880,2.484,76,1
E01006881,1.614,1086,1
E01006882,0.505,9030,3
E01006883,0.394,10415,4
E01006884,0.478,9362,3
E01006885,0.223,12735,4
E01006886,0.157,13649,5
E01006887,0.94,4682,2
E01006888,0.533,8707,3
E01006889,0.415,10126,4
E01006890,1.578,1204,1
E01006891,0.846,5482,2
E01006892,0.461,9576,3
E01006893,0.685,7028,3
E01006894,0.734,6543,2
E01006895,0.176,13386,5
E01006896,1.101,3519,2
E01006897,1.143,3217,1
E01006898,1.425,1765,1
E01006899,1.219,2771,1
E01006900,0.415,10129,4
E01006901,0.696,6922,3
E01006903,2.075,275,1
E01006904,0.987,4323,2
E01006905,1.969,386,1
E01006906,1.08,3680,2
E01006907,1.663,949,1
E01006908,1.99,363,1
E01006909,2.265,154,1
E01006910,1.358,2048,1
E01006911,0.763,6249,2
E01006912,1.179,2990,1
E01006913,1.401,1879,1
E01006914,0.132,14006,5
E01006915,1.037,3948,2
E01006916,1.527,1370,1
E01006917,0.091,14648,5
E01006918,0.746,6406,2
E01006919,1.557,1275,1
E01006920,0.3,11640,4
E01006921,0.2,13064,4
E01006922,-0.178,18810,6
E01006923,0.12,14196,5
E01006924,1.426,1760,1
E01006925,0.719,6687,3
E01006926,-0.333,21158,7
E01006927,0.028,15575,5
E01006928,-0.054,16844,6
E01006929,0.603,7888,3
E01006930,0.374,10665,4
E01006931,0.169,13475,5
E01006932,-0.072,17130,6
E01006933,0.529,8748,3
E01006934,0.331,11197,4
E01006935,0.423,10027,4
E01006936,0,16028,5
E01006937,-0.236,19662,6
E01006938,0.034,15486,5
E01006939,0.128,14070,5
E01006940,0.034,15488,5
E01006941,0.22,12772,4
E01006942,0.128,14068,5
E01006943,-0.102,17605,6
E01006944,1.825,607,1
E01006945,1.434,1726,1
E01006946,0.486,9255,3
E01006947,0.125,14109,5
E01006948,1.692,889,1
E01006949,0.604,7883,3
E01006950,1.836,581,1
E01006951,0.755,6330,2
E01006952,2.104,249,1
E01006953,1.162,3097,1
E01006954,0.639,7511,3
E01006955,0.129,14052,5
E01006956,1.043,3918,2
E01006957,1.804,648,1
E01006958,0.994,4270,2
E01006959,0.88,5217,2
E01006960,1.004,4207,2
E01006961,2.192,191,1
E01006962,1.034,3972,2
E01006963,1.791,681,1
E01006964,1.675,927,1
E01006965,1.4,1884,1
E01006966,1.569,1237,1
E01006967,2.535,59,1
E01006968,1.975,379,1
E01006969,1.082,3669,2
E01006970,1.061,3791,2
E01006971,0.773,6152,2
E01006972,0.631,7593,3
E01006973,0.196,13123,4
E01006974,-0.079,17255,6
E01006976,0.929,4793,2
E01006977,1.377,1980,1
E01006978,0.776,6124,2
E01006979,1.516,1406,1
E01006980,1.948,407,1
E01006981,1.327,2215,1
E01006982,0.769,6189,2
E01006983,0.615,7762,3
E01006984,1.573,1224,1
E01006985,-0.386,21949,7
E01006986,0.032,15524,5
E01006987,0.121,14182,5
E01006988,0.556,8444,3
E01006989,0.37,10720,4
E01006990,0.004,15947,5
E01006991,-0.116,17830,6
E01006992,0.29,11762,4
E01006993,-0.32,20974,7
E01006994,0.659,7302,3
E01006995,0.44,9825,3
E01006996,1.094,3565,2
E01006997,0.399,10344,4
E01006998,0.785,6045,2
E01006999,0.829,5644,2
E01007000,0.808,5822,2
E01007001,0.604,7884,3
E01007002,0.468,9485,3
E01007003,2.531,62,1
E01007004,1.466,1609,1
E01007005,2.132,235,1
E01007006,2.301,136,1
E01007007,2.815,21,1
E01007008,2.141,228,1
E01007009,2.949,15,1
E01007010,1.885,490,1
E01007011,2.138,233,1
E01007012,1.694,880,1
E01007013,1.801,653,1
E01007014,0.665,7232,3
E01007016,1.254,2571,1
E01007017,1.519,1395,1
E01007019,1.905,457,1
E01007020,1.192,2918,1
E01007021,-0.279,20333,7
E01007022,0.929,4792,2
E01007023,0.168,13487,5
E01007024,1.655,967,1
E01007025,-0.237,19679,6
E01007026,1.121,3368,2
E01007027,0.041,15376,5
E01007028,0.392,10442,4
E01007029,0.58,8164,3
E01007030,0.692,6965,3
E01007031,0.371,10712,4
E01007032,0.1,14517,5
E01007033,0.46,9591,3
E01007034,0.217,12825,4
E01007035,0.143,13827,5
E01007036,0.315,11426,4
E01007037,0.278,11937,4
E01007038,1.012,4146,2
E01007039,0.612,7788,3
E01007040,0.831,5623,2
E01007041,0.706,6815,3
E01007042,0.939,4702,2
E01007043,0.164,13555,5
E01007044,0.7,6876,3
E01007045,0.523,8835,3
E01007046,0.583,8132,3
E01007047,1.272,2501,1
E01007048,1.24,2646,1
E01007049,1.148,3175,1
E01007050,1.119,3395,2
E01007051,2.015,333,1
E01007052,1.451,1660,1
E01007053,0.837,5563,2
E01007054,1.19,2926,1
E01007055,1.51,1432,1
E01007056,0.539,8638,3
E01007057,0.373,10669,4
E01007058,1.182,2970,1
E01007059,0.235,12587,4
E01007060,1.341,2142,1
E01007061,-0.127,18014,6
E01007062,0.073,14907,5
E01007063,0.625,7658,3
E01007064,0.532,8718,3
E01007065,-0.025,16385,5
E01007066,0.217,12822,4
E01007067,0.169,13481,5
E01007068,0.193,13156,5
E01007069,0.565,8347,3
E01007070,0.064,15029,5
E01007071,0.338,11112,4
E01007072,0.279,11925,4
E01007073,0.166,13539,5
E01007074,0.667,7218,3
E01007075,0.44,9832,3
E01007076,0.049,15246,5
E01007077,0.1,14511,5
E01007078,-0.349,21439,7
E01007079,-0.333,21160,7
E01007080,0.118,14221,5
E01007081,-0.176,18763,6
E01007082,0.304,11570,4
E01007083,0.827,5658,2
E01007084,0.341,11083,4
E01007085,1.49,1517,1
E01007086,2.282,145,1
E01007087,1.438,1707,1
E01007088,1.38,1965,1
E01007089,1.985,368,1
E01007090,1.532,1351,1
E01007091,1.253,2578,1
E01007092,2.177,203,1
E01007095,0.116,14278,5
E01007096,-0.055,16861,6
E01007097,0.112,14326,5
E01007098,0.093,14624,5
E01007099,0.762,6259,2
E01007100,0.277,11948,4
E01007101,0.313,11446,4
E01007102,0.284,11851,4
E01007103,0.034,15492,5
E01007104,0.101,14487,5
E01007105,0.201,13044,4
E01007106,0.356,10907,4
E01007107,-0.01,16160,5
E01007108,0.242,12462,4
E01007109,0.581,8163,3
E01007110,0.282,11877,4
E01007111,-0.251,19891,7
E01007112,0.553,8474,3
E01007113,0.554,8463,3
E01007114,0.744,6423,2
E01007115,0.812,5786,2
E01007116,0.396,10386,4
E01007117,-0.007,16116,5
E01007118,1.664,947,1
E01007119,1.914,448,1
E01007120,1.438,1706,1
E01007121,2.408,96,1
E01007122,2.938,16,1
E01007123,2.084,265,1
E01007124,2.649,41,1
E01007125,1.688,896,1
E01007126,3.429,2,1
E01007127,2.514,69,1
E01007128,2.557,56,1
E01007129,2.646,42,1
E01007130,1.845,561,1
E01007131,2.172,205,1
E01007133,3.192,8,1
E01007135,0.525,8806,3
E01007136,1.263,2539,1
E01007137,1.009,4163,2
E01007138,2.186,193,1
E01007139,1.671,934,1
E01007140,0.943,4667,2
E01007141,1.07,3733,2
E01007142,0.253,12291,4
E01007143,0.463,9558,3
E01007144,0.682,7055,3
E01007145,0.383,10555,4
E01007146,-0.102,17604,6
E01007147,0.087,14712,5
E01007148,0.003,15957,5
E01007149,-0.121,17910,6
E01007150,0.008,15886,5
E01007151,0.316,11412,4
E01007152,0.641,7485,3
E01007153,1.559,1270,1
E01007154,0.393,10429,4
E01007155,2.103,251,1
E01007156,0.823,5703,2
E01007157,1.023,4072,2
E01007158,0.454,9667,3
E01007159,0.719,6689,3
E01007160,0.903,5026,2
E01007161,0.763,6239,2
E01007162,1.915,447,1
E01007163,0.467,9498,3
E01007164,0.272,12020,4
E01007165,0.31,11480,4
E01007166,0.288,11787,4
E01007167,1.076,3701,2
E01007168,1.47,1600,1
E01007169,0.972,4437,2
E01007170,0.297,11671,4
E01007171,0.027,15597,5
E01007172,0.245,12419,4
E01007173,0.782,6077,2
E01007174,0.918,4888,2
